0.000000000,7,7
42.800000000,9,9
53.200000000,7,7
69.400000000,8,8
82.600000000,2,2
97.000000000,3,3
105.200000000,10,10
110.800000000,1,1
138.200000000,4,4
166.600000000,8,8
194.600000000,2,2
208.400000000,3,3
216.400000000,10,10
222.200000000,1,1
247.600000000,6,6
263.800000000,10,10
278.000000000,7,7
