0.586303854
1.039092970,132.512
1.480272108,135.999
1.921451247,135.999
2.362630385,135.999
2.803809523,135.999
3.221768707,143.555
3.651337868,139.675
4.080907029,139.675
4.510476190,139.675
4.940045351,139.675
5.369614512,139.675
5.822403628,132.512
6.263582766,135.999
6.704761904,135.999
7.145941043,135.999
7.587120181,135.999
8.005079365,143.555
8.434648526,139.675
8.864217687,139.675
9.293786848,139.675
9.723356009,139.675
10.152925170,139.675
10.605714285,132.512
11.046893424,135.999
11.488072562,135.999
11.929251700,135.999
12.370430839,135.999
12.788390022,143.555
13.217959183,139.675
13.647528344,139.675
14.077097505,139.675
14.506666666,139.675
14.936235827,139.675
15.389024943,132.512
15.830204081,135.999
16.271383219,135.999
16.712562358,135.999
17.153741496,135.999
17.571700680,143.555
18.001269841,139.675
18.430839002,139.675
18.860408163,139.675
19.289977324,139.675
19.719546485,139.675
20.172335600,132.512
20.613514739,135.999
21.054693877,135.999
21.495873015,135.999
21.937052154,135.999
22.355011337,143.555
22.784580498,139.675
23.214149659,139.675
23.643718820,139.675
24.073287981,139.675
24.526077097,132.512
24.967256235,135.999
25.408435374,135.999
25.849614512,135.999
26.267573696,143.555
26.697142857,139.675
27.126712018,139.675
27.556281179,139.675
27.985850340,139.675
28.415419501,139.675
28.868208616,132.512
29.309387755,135.999
29.750566893,135.999
30.191746031,135.999
30.632925170,135.999
31.050884353,143.555
31.480453514,139.675
31.910022675,139.675
32.339591836,139.675
32.769160997,139.675
33.198730158,139.675
33.651519274,132.512
34.092698412,135.999
34.533877551,135.999
34.975056689,135.999
35.393015873,143.555
35.822585034,139.675
36.252154195,139.675
36.681723356,139.675
37.111292517,139.675
37.564081632,132.512
38.005260770,135.999
38.446439909,135.999
38.887619047,135.999
39.328798185,135.999
39.746757369,143.555
40.176326530,139.675
40.605895691,139.675
41.035464852,139.675
41.465034013,139.675
41.894603174,139.675
42.347392290,132.512
42.788571428,135.999
43.229750566,135.999
43.670929705,135.999
44.088888888,143.555
44.518458049,139.675
44.948027210,139.675
45.377596371,139.675
45.807165532,139.675
46.236734693,139.675
46.689523809,132.512
47.107482993,143.555
47.537052154,139.675
47.989841269,132.512
48.454240362,129.199
48.907029478,132.512
49.359818594,132.512
49.812607709,132.512
50.265396825,132.512
50.741405895,126.048
51.205804988,129.199
51.670204081,129.199
52.134603174,129.199
52.599002267,129.199
53.040181405,135.999
53.492970521,132.512
53.922539682,139.675
54.340498866,143.555
54.770068027,139.675
55.199637188,139.675
55.652426303,132.512
56.116825396,129.199
56.569614512,132.512
57.022403628,132.512
57.475192743,132.512
57.927981859,132.512
58.380770975,132.512
58.833560090,132.512
59.309569160,126.048
59.773968253,129.199
60.215147392,135.999
60.644716553,139.675
61.062675736,143.555
61.469024943,147.656
61.886984126,143.555
62.328163265,135.999
62.780952380,132.512
63.222131519,135.999
63.663310657,135.999
64.104489795,135.999
64.545668934,135.999
64.986848072,135.999
65.404807256,143.555
65.834376417,139.675
66.263945578,139.675
66.693514739,139.675
67.123083900,139.675
67.552653061,139.675
67.982222222,139.675
68.435011337,132.512
68.876190476,135.999
69.317369614,135.999
69.758548752,135.999
70.199727891,135.999
70.617687074,143.555
71.047256235,139.675
71.476825396,139.675
71.906394557,139.675
72.335963718,139.675
